seed,outcome,success,episode_length,detected,detection_time,intercept_time,enemy_speed,defender_speed,detection_radius,intercept_radius,threat_radius,min_enemy_soldier_dist,min_defender_enemy_dist,num_episodes,model_version,mean_tracking_error,final_tracking_error
374,intercepted,1,16,1,12,16,12.0,18.0,15.0,2.5,2.0,2.2500741,2.441788,1000,unknown,1.434061098098755,0.23994791507720947
375,intercepted,1,16,1,15,16,12.0,18.0,15.0,2.5,2.0,9.278345,1.7690401,1000,unknown,1.0548580884933472,1.3831353187561035
376,unsafe_intercept,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.1739378,1.4364896,1000,unknown,0.5083600841462612,0.36223262548446655
377,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,7.2372055,2.474684,1000,unknown,1.8677597045898438,1.04384183883667
378,soldier_caught,0,17,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.2279218,5.704319,1000,unknown,2.0683340827624,2.5610082149505615
379,unsafe_intercept,0,9,1,7,-1,12.0,18.0,15.0,2.5,2.0,3.1858692,2.3850636,1000,unknown,0.5658838947614034,0.43730202317237854
380,intercepted,1,16,1,14,16,12.0,18.0,15.0,2.5,2.0,2.1178439,1.6666834,1000,unknown,1.1706671516100566,0.8157622218132019
381,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,9.009025,1.6245712,1000,unknown,1.0044091939926147,0.912116527557373
382,unsafe_intercept,0,33,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.5995877,2.414826,1000,unknown,3.4320220041275022,2.120603322982788
383,intercepted,1,16,1,12,16,12.0,18.0,15.0,2.5,2.0,3.6312656,1.9514965,1000,unknown,1.434828370809555,2.005296230316162
384,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,6.6890154,1.8498312,1000,unknown,1.0810427069664001,0.12847775220870972
385,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,3.675811,0.79610866,1000,unknown,1.1184409521520138,2.3199093341827393
386,soldier_caught,0,15,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.92353344,6.020971,1000,unknown,0.8616239950060844,0.9090328216552734
387,unsafe_intercept,0,13,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.6994152,1.8762622,1000,unknown,1.0325544675191243,1.0248775482177734
388,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,12.545293,2.2065456,1000,unknown,0.5329124753673872,0.5391820669174194
389,intercepted,1,58,1,9,58,12.0,18.0,15.0,2.5,2.0,2.6828113,1.2459644,1000,unknown,3.788453644514084,2.9183197021484375
390,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,4.5065837,0.57652104,1000,unknown,0.5219262689352036,0.30925849080085754
391,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,5.716177,2.4632053,1000,unknown,0.8332554399967194,1.0174217224121094
392,intercepted,1,29,1,8,29,12.0,18.0,15.0,2.5,2.0,4.2639413,2.035424,1000,unknown,3.9167550829323856,3.958695888519287
393,intercepted,1,14,1,9,14,12.0,18.0,15.0,2.5,2.0,7.7513814,1.8290471,1000,unknown,1.738545224070549,3.522505283355713
394,intercepted,1,15,1,12,15,12.0,18.0,15.0,2.5,2.0,2.111646,0.28801557,1000,unknown,0.8504720218479633,1.5291776657104492
395,soldier_caught,0,14,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.7195866,4.1211443,1000,unknown,1.6842855095863343,3.2934911251068115
396,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.5651227,3.4627407,1000,unknown,1.6973244845867157,2.882962465286255
397,intercepted,1,11,1,10,11,12.0,18.0,15.0,2.5,2.0,5.377749,2.3896742,1000,unknown,0.5528065115213394,0.374796599149704
398,soldier_caught,0,34,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.9970448,2.8110306,1000,unknown,3.8258053307180053,1.925417184829712
399,intercepted,1,20,1,10,20,12.0,18.0,15.0,2.5,2.0,2.9240441,0.81189275,1000,unknown,2.0647804032672537,2.6733782291412354
400,intercepted,1,15,1,8,15,12.0,18.0,15.0,2.5,2.0,7.3743706,1.4644626,1000,unknown,2.2366516143083572,5.893962860107422
401,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,10.342364,1.7149022,1000,unknown,0.7801961501439413,0.9254948496818542
402,intercepted,1,16,1,13,16,12.0,18.0,15.0,2.5,2.0,11.263754,1.6205882,1000,unknown,1.2358237206935883,1.4481595754623413
403,intercepted,1,23,1,12,23,12.0,18.0,15.0,2.5,2.0,2.4009433,2.0217032,1000,unknown,2.344858775536219,4.068753719329834
404,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,8.837097,1.310555,1000,unknown,1.0486205021540325,0.3355616331100464
405,soldier_caught,0,16,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.70883065,1.5411206,1000,unknown,1.3980964068323374,3.0732014179229736
406,soldier_caught,0,13,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.8626381,1.881969,1000,unknown,1.027584731578827,0.3371772766113281
407,soldier_caught,0,18,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.8591825,3.3501937,1000,unknown,2.0108699202537537,0.8519450426101685
408,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,6.3206115,2.3276362,1000,unknown,0.636234275996685,1.0209293365478516
409,intercepted,1,35,1,9,35,12.0,18.0,15.0,2.5,2.0,2.2255151,1.627921,1000,unknown,2.552050217434212,3.3267340660095215
410,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,7.9680977,1.1342645,1000,unknown,1.0642716526985168,1.3607242107391357
411,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.3010726,4.682078,1000,unknown,1.0439756326377392,2.392454147338867
412,soldier_caught,0,9,1,6,-1,12.0,18.0,15.0,2.5,2.0,0.66243464,2.0083883,1000,unknown,0.9902675002813339,1.3245849609375
413,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,10.385472,1.5035547,1000,unknown,0.845020517706871,0.12754304707050323
414,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.3164994,6.104847,1000,unknown,1.257297471165657,2.298846483230591
415,soldier_caught,0,25,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.9474283,2.7539327,1000,unknown,2.6597613294919333,1.3336704969406128
416,intercepted,1,8,1,7,8,12.0,18.0,15.0,2.5,2.0,4.6568,2.0442636,1000,unknown,1.0136068761348724,1.4537718296051025
417,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,6.238821,2.452969,1000,unknown,0.6118217557668686,0.4484439194202423
418,intercepted,1,19,1,13,19,12.0,18.0,15.0,2.5,2.0,2.9604023,2.2974124,1000,unknown,1.860496188913073,1.2723251581192017
419,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,5.732327,0.75040853,1000,unknown,1.1025121957063675,2.1087560653686523
420,intercepted,1,16,1,14,16,12.0,18.0,15.0,2.5,2.0,11.355735,1.602771,1000,unknown,1.111722509066264,0.41481924057006836
421,unsafe_intercept,0,10,1,7,-1,12.0,18.0,15.0,2.5,2.0,2.7617948,0.84449005,1000,unknown,1.027911975979805,1.987625241279602
422,intercepted,1,16,1,12,16,12.0,18.0,15.0,2.5,2.0,2.085494,2.155449,1000,unknown,1.2931416511535645,3.825533390045166
423,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.0106183775,5.742222,1000,unknown,1.3681651651859283,2.104628086090088
424,soldier_caught,0,25,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.10954697,3.3071582,1000,unknown,3.3297573595362553,3.5980238914489746
425,unsafe_intercept,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.5033019,2.0611057,1000,unknown,0.8781540393829346,0.5020872950553894
426,intercepted,1,20,1,18,20,12.0,18.0,15.0,2.5,2.0,10.3443165,2.1666129,1000,unknown,1.2839603026707966,1.7744693756103516
427,intercepted,1,23,1,13,23,12.0,18.0,15.0,2.5,2.0,2.150849,2.4663846,1000,unknown,2.105582974173806,4.09122371673584
428,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,8.585551,0.7914207,1000,unknown,0.3729033572599292,0.0250485148280859
429,soldier_caught,0,19,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.0291855,3.1056292,1000,unknown,1.7623223781585693,2.220663547515869
430,soldier_caught,0,13,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.3057979,7.1154466,1000,unknown,1.2998593628406525,3.368974208831787
431,intercepted,1,12,1,10,12,12.0,18.0,15.0,2.5,2.0,5.1127634,0.6964237,1000,unknown,0.8594691157341003,0.30340272188186646
432,soldier_caught,0,19,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.4442829,2.5554714,1000,unknown,2.350774236023426,1.877902626991272
433,soldier_caught,0,19,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.8003117,3.393121,1000,unknown,2.2833975042615617,4.491950988769531
434,soldier_caught,0,31,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.5187061,2.5832908,1000,unknown,3.0500805459239264,2.122197389602661
435,soldier_caught,0,26,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.0600923,3.5391238,1000,unknown,3.1547312868965998,2.797351598739624
436,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,6.384848,0.46154392,1000,unknown,1.1693233251571655,0.863876461982727
437,soldier_caught,0,14,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.227815,3.8876579,1000,unknown,1.7627508118748665,3.186149835586548
438,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,4.1669326,0.67478037,1000,unknown,1.3898919820785522,2.440814733505249
439,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.4079146,3.8393657,1000,unknown,1.1999734863638878,2.397005558013916
440,soldier_caught,0,26,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.9700775,3.2485516,1000,unknown,1.9728942188349636,2.0227551460266113
441,intercepted,1,27,1,7,27,12.0,18.0,15.0,2.5,2.0,2.2091641,1.6458478,1000,unknown,3.2894845576513383,2.8514106273651123
442,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,9.186494,2.290169,1000,unknown,0.9641423225402832,0.6228594779968262
443,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,5.320074,2.2874177,1000,unknown,0.6704313705364863,0.6374809145927429
444,intercepted,1,15,1,11,15,12.0,18.0,15.0,2.5,2.0,6.214124,1.7714456,1000,unknown,0.9286281168460846,1.6788666248321533
445,soldier_caught,0,16,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.6605643,3.60508,1000,unknown,2.1550016701221466,4.751150131225586
446,soldier_caught,0,15,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.7015585,5.1014237,1000,unknown,1.8598684583391463,3.6787638664245605
447,soldier_caught,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.6193709,5.663947,1000,unknown,0.7330403253436089,1.4552600383758545
448,unsafe_intercept,0,13,1,10,-1,12.0,18.0,15.0,2.5,2.0,2.1492608,1.3101779,1000,unknown,0.7723000049591064,1.4414751529693604
449,intercepted,1,13,1,8,13,12.0,18.0,15.0,2.5,2.0,8.446249,2.13699,1000,unknown,1.416792484621207,2.2277703285217285
450,unsafe_intercept,0,15,1,13,-1,12.0,18.0,15.0,2.5,2.0,3.254773,2.2413502,1000,unknown,0.9258687098821005,1.4388030767440796
451,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,6.75889,1.7069079,1000,unknown,1.0101531445980072,1.2697736024856567
452,soldier_caught,0,15,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.56118,2.687979,1000,unknown,1.6026332080364227,0.5853076577186584
453,soldier_caught,0,17,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.5139321,4.125284,1000,unknown,2.2401866972446443,1.7580305337905884
454,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,8.777074,2.2882452,1000,unknown,1.312497901916504,2.308629035949707
455,unsafe_intercept,0,21,1,13,-1,12.0,18.0,15.0,2.5,2.0,2.6518655,1.8708057,1000,unknown,2.3559515525897345,3.7359886169433594
456,soldier_caught,0,18,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.51820606,2.5276515,1000,unknown,2.386684192551507,1.8438736200332642
457,soldier_caught,0,16,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.7691339,4.0164413,1000,unknown,1.1716338098049164,0.7193601727485657
458,intercepted,1,25,1,10,25,12.0,18.0,15.0,2.5,2.0,2.1258376,1.5154417,1000,unknown,2.3358615711331367,2.9271762371063232
459,intercepted,1,13,1,10,13,12.0,18.0,15.0,2.5,2.0,4.0061164,2.2678685,1000,unknown,1.2073058784008026,0.5879266262054443
460,soldier_caught,0,17,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.8614129,4.9178042,1000,unknown,1.3629381209611893,2.767902374267578
461,soldier_caught,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.7864333,1.0111991,1000,unknown,1.1375801960627239,1.5000529289245605
462,soldier_caught,0,12,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.4241201,5.3375664,1000,unknown,1.6189498404661815,3.8441295623779297
463,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,2.3320012,1.6332991,1000,unknown,1.3280976295471192,3.222834825515747
464,intercepted,1,21,1,9,21,12.0,18.0,15.0,2.5,2.0,2.507172,2.4115698,1000,unknown,2.3646437915471883,2.4095146656036377
465,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,9.622508,0.33746815,1000,unknown,0.9691740671793619,0.7239621877670288
466,intercepted,1,16,1,10,16,12.0,18.0,15.0,2.5,2.0,2.6329439,2.1763675,1000,unknown,1.720814470733915,0.9741302132606506
467,soldier_caught,0,17,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.6866898,3.0112448,1000,unknown,3.244273374478022,4.612253189086914
