seed,outcome,success,episode_length,detected,detection_time,intercept_time,enemy_speed,defender_speed,detection_radius,intercept_radius,threat_radius,min_enemy_soldier_dist,min_defender_enemy_dist,num_episodes,mean_tracking_error,final_tracking_error,policy_name
727,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,8.642771,2.4021225,1000,0.5519564896821976,0.6738588213920593,kalman_baseline
728,soldier_caught,0,23,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.86765766,3.335692,1000,3.5392896171127046,2.4854204654693604,kalman_baseline
729,soldier_caught,0,20,1,14,-1,12.0,18.0,15.0,2.5,2.0,0.6429811,3.57344,1000,2.1154220359666005,5.227273941040039,kalman_baseline
730,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.7729731,5.9137964,1000,1.6799922734498978,3.5020270347595215,kalman_baseline
731,intercepted,1,23,1,13,23,12.0,18.0,15.0,2.5,2.0,3.2455754,2.2185807,1000,2.443689920685508,2.2921082973480225,kalman_baseline
732,unsafe_intercept,0,15,1,12,-1,12.0,18.0,15.0,2.5,2.0,2.4646184,2.4991357,1000,1.2183489575982094,2.2741427421569824,kalman_baseline
733,soldier_caught,0,14,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.5363415,2.4050655,1000,1.9736229081948597,4.600823879241943,kalman_baseline
734,intercepted,1,17,1,13,17,12.0,18.0,15.0,2.5,2.0,8.508859,1.0290469,1000,1.0898143112659455,2.9217770099639893,kalman_baseline
735,intercepted,1,17,1,13,17,12.0,18.0,15.0,2.5,2.0,2.1504138,2.4521604,1000,1.150827693939209,1.7354893684387207,kalman_baseline
736,soldier_caught,0,17,1,12,-1,12.0,18.0,15.0,2.5,2.0,0.89436376,4.261978,1000,1.5559228371518354,4.857462406158447,kalman_baseline
737,soldier_caught,0,12,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.1657531,4.9935255,1000,0.9707800547281901,0.8078552484512329,kalman_baseline
738,intercepted,1,11,1,9,11,12.0,18.0,15.0,2.5,2.0,3.9783707,1.842535,1000,1.1067557732264202,2.0600905418395996,kalman_baseline
739,soldier_caught,0,21,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.241704,2.9864159,1000,2.1923988525356566,2.232909679412842,kalman_baseline
740,soldier_caught,0,18,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.4769709,4.2924547,1000,1.8643227027995246,3.7410154342651367,kalman_baseline
741,intercepted,1,14,1,7,14,12.0,18.0,15.0,2.5,2.0,2.3844244,1.7010074,1000,1.940068170428276,1.1551944017410278,kalman_baseline
742,soldier_caught,0,32,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.3524017,2.7457955,1000,3.119697018748238,2.8753559589385986,kalman_baseline
743,soldier_caught,0,27,1,23,-1,12.0,18.0,15.0,2.5,2.0,1.9368147,3.5080028,1000,1.191256821155548,2.081930160522461,kalman_baseline
744,intercepted,1,13,1,12,13,12.0,18.0,15.0,2.5,2.0,4.898376,1.87317,1000,1.0591869950294495,0.7867463827133179,kalman_baseline
745,soldier_caught,0,21,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.6161518,2.7730544,1000,2.0533215204874673,2.292060613632202,kalman_baseline
746,intercepted,1,21,1,8,21,12.0,18.0,15.0,2.5,2.0,2.0093384,1.5026343,1000,2.573440854038511,4.178922653198242,kalman_baseline
747,soldier_caught,0,14,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.9908392,5.511438,1000,1.7670412063598633,3.6840505599975586,kalman_baseline
748,soldier_caught,0,19,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.5935438,2.5681179,1000,2.2568545112243066,2.8751778602600098,kalman_baseline
749,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,7.5726686,1.4357116,1000,0.8619221746921539,0.972177267074585,kalman_baseline
750,soldier_caught,0,17,1,16,-1,12.0,18.0,15.0,2.5,2.0,1.9542055,5.9333763,1000,1.1418557167053223,1.0083625316619873,kalman_baseline
751,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.9524422,3.2264068,1000,1.0851185098290443,2.468256711959839,kalman_baseline
752,soldier_caught,0,10,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.6318657,2.8668125,1000,1.21631321310997,1.5611873865127563,kalman_baseline
753,soldier_caught,0,13,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.985098,3.0017319,1000,1.7750836908817291,4.490777015686035,kalman_baseline
754,intercepted,1,10,1,9,10,12.0,18.0,15.0,2.5,2.0,3.5050726,1.3178564,1000,1.523408830165863,1.4457464218139648,kalman_baseline
755,intercepted,1,12,1,11,12,12.0,18.0,15.0,2.5,2.0,3.8654737,2.0485811,1000,0.6732786297798157,0.701366662979126,kalman_baseline
756,intercepted,1,15,1,8,15,12.0,18.0,15.0,2.5,2.0,2.6737554,1.2304603,1000,2.0327083244919777,4.065426349639893,kalman_baseline
757,intercepted,1,8,1,7,8,12.0,18.0,15.0,2.5,2.0,8.398716,1.9073906,1000,0.6952973008155823,0.9270841479301453,kalman_baseline
758,soldier_caught,0,26,1,8,-1,12.0,18.0,15.0,2.5,2.0,0.7706287,3.1134248,1000,2.329403027107841,2.0755672454833984,kalman_baseline
759,soldier_caught,0,16,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.303874,0.9536811,1000,2.3365077435970307,2.6220667362213135,kalman_baseline
760,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.6420323,6.567857,1000,1.6172589659690857,3.432161331176758,kalman_baseline
761,soldier_caught,0,26,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.1281025,2.7374136,1000,2.7393921285867693,2.960134744644165,kalman_baseline
762,intercepted,1,16,1,12,16,12.0,18.0,15.0,2.5,2.0,3.5935628,1.0876057,1000,1.4561322808265686,0.9139189124107361,kalman_baseline
763,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.3276607,5.1054296,1000,0.6615763381123543,2.0858659744262695,kalman_baseline
764,intercepted,1,16,1,11,16,12.0,18.0,15.0,2.5,2.0,8.199271,2.1569495,1000,2.3397347827752433,5.0165486335754395,kalman_baseline
765,intercepted,1,25,1,9,25,12.0,18.0,15.0,2.5,2.0,3.0446875,1.198425,1000,2.57518708793556,3.405878782272339,kalman_baseline
766,soldier_caught,0,11,1,8,-1,12.0,18.0,15.0,2.5,2.0,0.12132043,5.410451,1000,1.4613624513149261,2.542755126953125,kalman_baseline
767,intercepted,1,11,1,8,11,12.0,18.0,15.0,2.5,2.0,4.24032,1.6754576,1000,1.3345388267189264,2.3464980125427246,kalman_baseline
768,intercepted,1,23,1,7,23,12.0,18.0,15.0,2.5,2.0,2.4859624,1.9847815,1000,2.4857120794408463,2.0613393783569336,kalman_baseline
769,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,14.244335,1.686099,1000,0.997266435623169,1.8294459581375122,kalman_baseline
770,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.099192,4.817684,1000,1.419906124472618,2.33830189704895,kalman_baseline
771,intercepted,1,11,1,7,11,12.0,18.0,15.0,2.5,2.0,6.8797803,2.142829,1000,1.7626167953014373,2.4509997367858887,kalman_baseline
772,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.3703182,2.9884508,1000,1.441200852394104,1.6832566261291504,kalman_baseline
773,intercepted,1,21,1,13,21,12.0,18.0,15.0,2.5,2.0,3.2786846,1.6834381,1000,2.3066435290707483,3.320681095123291,kalman_baseline
774,intercepted,1,19,1,7,19,12.0,18.0,15.0,2.5,2.0,2.7279902,2.2985728,1000,2.970701676148635,3.2160654067993164,kalman_baseline
775,soldier_caught,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.6002797,5.7914643,1000,1.0384293695290883,2.1214773654937744,kalman_baseline
776,soldier_caught,0,10,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.0067873,6.609646,1000,1.2597493827342987,1.9162471294403076,kalman_baseline
777,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,7.307798,1.8525654,1000,1.515391045808792,3.0823473930358887,kalman_baseline
778,unsafe_intercept,0,13,1,11,-1,12.0,18.0,15.0,2.5,2.0,3.1031065,1.4401147,1000,1.2841714024543762,0.9272641539573669,kalman_baseline
779,intercepted,1,17,1,15,17,12.0,18.0,15.0,2.5,2.0,11.736777,2.172617,1000,0.566791906952858,0.6123347282409668,kalman_baseline
780,soldier_caught,0,16,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.3600155,3.1975105,1000,2.540088105201721,2.990647792816162,kalman_baseline
781,intercepted,1,14,1,12,14,12.0,18.0,15.0,2.5,2.0,2.202626,2.4840813,1000,0.7514493862787882,0.0732353925704956,kalman_baseline
782,intercepted,1,18,1,9,18,12.0,18.0,15.0,2.5,2.0,3.0234823,2.3694916,1000,2.6540586948394775,3.625257730484009,kalman_baseline
783,soldier_caught,0,11,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.4450234,3.6461627,1000,1.6185967326164246,4.038419246673584,kalman_baseline
784,intercepted,1,8,1,7,8,12.0,18.0,15.0,2.5,2.0,7.4270725,2.1702983,1000,1.2702934741973877,2.277522563934326,kalman_baseline
785,soldier_caught,0,21,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.3841922,4.3733253,1000,2.680585835874081,3.130610227584839,kalman_baseline
786,intercepted,1,25,1,21,25,12.0,18.0,15.0,2.5,2.0,4.1752424,2.1960561,1000,1.3832900524139404,2.94451642036438,kalman_baseline
787,intercepted,1,8,1,8,8,12.0,18.0,15.0,2.5,2.0,6.525815,0.63703597,1000,1.199587345123291,1.199587345123291,kalman_baseline
788,soldier_caught,0,19,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.5167263,2.8005905,1000,1.9407232020582472,4.936138153076172,kalman_baseline
789,intercepted,1,15,1,10,15,12.0,18.0,15.0,2.5,2.0,2.5782335,2.485431,1000,1.3635826806227367,3.250938653945923,kalman_baseline
790,soldier_caught,0,14,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.7436604,7.279804,1000,1.231687108675639,1.6793650388717651,kalman_baseline
791,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,6.512873,2.1872609,1000,0.6820396482944489,0.8118827939033508,kalman_baseline
792,soldier_caught,0,12,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.2324381,4.3100185,1000,1.0225171446800232,1.9200226068496704,kalman_baseline
793,intercepted,1,18,1,9,18,12.0,18.0,15.0,2.5,2.0,2.1152232,2.4572904,1000,1.8654922872781754,2.814598321914673,kalman_baseline
794,intercepted,1,15,1,14,15,12.0,18.0,15.0,2.5,2.0,4.085849,2.0862753,1000,1.152499943971634,1.9002630710601807,kalman_baseline
795,intercepted,1,14,1,9,14,12.0,18.0,15.0,2.5,2.0,7.0151124,2.243638,1000,1.0795489537219207,1.2856996059417725,kalman_baseline
796,soldier_caught,0,16,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.3004189,3.408036,1000,2.4883433878421783,5.2390851974487305,kalman_baseline
797,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,4.33958,1.2651442,1000,1.4690178632736206,0.836878776550293,kalman_baseline
798,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,2.3229089,0.86678475,1000,0.9552783131599426,0.5244408845901489,kalman_baseline
799,intercepted,1,12,1,8,12,12.0,18.0,15.0,2.5,2.0,6.473166,2.4775386,1000,0.725987933203578,0.582819938659668,kalman_baseline
800,soldier_caught,0,25,1,18,-1,12.0,18.0,15.0,2.5,2.0,1.3749071,5.2961717,1000,1.9904345199465752,2.244122266769409,kalman_baseline
801,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,8.743442,0.9896681,1000,1.085085129737854,1.3622431755065918,kalman_baseline
802,soldier_caught,0,12,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.9404812,2.8238244,1000,1.6578235507011414,2.2808938026428223,kalman_baseline
803,soldier_caught,0,13,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.9299499,5.452646,1000,1.847550575931867,1.2590522766113281,kalman_baseline
804,intercepted,1,16,1,12,16,12.0,18.0,15.0,2.5,2.0,11.759831,2.486621,1000,1.3805128812789917,1.9638665914535522,kalman_baseline
805,soldier_caught,0,18,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.7668483,6.506729,1000,1.9569308502333504,2.5334038734436035,kalman_baseline
806,intercepted,1,12,1,12,12,12.0,18.0,15.0,2.5,2.0,8.112098,1.1161085,1000,1.7868099212646484,1.7868099212646484,kalman_baseline
807,soldier_caught,0,18,1,13,-1,12.0,18.0,15.0,2.5,2.0,0.623599,4.185712,1000,1.6309372534354527,4.590982437133789,kalman_baseline
808,soldier_caught,0,31,1,10,-1,12.0,18.0,15.0,2.5,2.0,0.97099346,3.6234434,1000,3.2094896611842243,1.5623451471328735,kalman_baseline
809,unsafe_intercept,0,15,1,9,-1,12.0,18.0,15.0,2.5,2.0,2.5166616,2.4499767,1000,1.7552025786467962,1.1069272756576538,kalman_baseline
810,soldier_caught,0,30,1,13,-1,12.0,18.0,15.0,2.5,2.0,1.8332702,3.245552,1000,2.6051705272661314,2.894541025161743,kalman_baseline
811,soldier_caught,0,27,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.9615157,3.2339988,1000,2.166103679882853,2.3888704776763916,kalman_baseline
812,intercepted,1,24,1,15,24,12.0,18.0,15.0,2.5,2.0,3.7978635,2.4586046,1000,2.7035192042589187,2.9696435928344727,kalman_baseline
813,intercepted,1,10,1,8,10,12.0,18.0,15.0,2.5,2.0,8.617018,2.2968268,1000,0.7701873183250427,0.8927634954452515,kalman_baseline
814,soldier_caught,0,27,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.4440331,2.9180293,1000,3.2025316996233806,2.5640838146209717,kalman_baseline
815,soldier_caught,0,43,1,11,-1,12.0,18.0,15.0,2.5,2.0,1.3427498,2.5540397,1000,2.493939818757953,1.8691874742507935,kalman_baseline
816,soldier_caught,0,24,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.666167,1.270892,1000,2.6858245638700633,2.9964678287506104,kalman_baseline
817,intercepted,1,11,1,7,11,12.0,18.0,15.0,2.5,2.0,9.520948,1.5757338,1000,1.4222195267677307,1.128722071647644,kalman_baseline
818,intercepted,1,37,1,12,37,12.0,18.0,15.0,2.5,2.0,2.0686653,2.4598079,1000,2.7960525017518263,2.7410709857940674,kalman_baseline
819,unsafe_intercept,0,45,1,11,-1,12.0,18.0,15.0,2.5,2.0,2.343027,0.6949537,1000,2.8737310222217016,2.7891697883605957,kalman_baseline
820,soldier_caught,0,60,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.8894185,3.0743086,1000,3.3494729720629177,2.98494291305542,kalman_baseline
821,intercepted,1,14,1,11,14,12.0,18.0,15.0,2.5,2.0,9.938552,2.1799011,1000,1.0864701122045517,1.2670130729675293,kalman_baseline
822,unsafe_intercept,0,14,1,8,-1,12.0,18.0,15.0,2.5,2.0,2.2877638,2.0165644,1000,2.391479866845267,2.004422903060913,kalman_baseline
823,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,10.878017,1.8832687,1000,1.1541383802890777,2.6369760036468506,kalman_baseline
824,soldier_caught,0,21,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.8135395,3.0300548,1000,2.474076211452484,1.6075834035873413,kalman_baseline
825,soldier_caught,0,62,1,18,-1,12.0,18.0,15.0,2.5,2.0,1.8166673,3.006867,1000,3.370413845115238,2.239786148071289,kalman_baseline
826,intercepted,1,26,1,8,26,12.0,18.0,15.0,2.5,2.0,2.228535,2.334399,1000,2.784028399931757,3.1121675968170166,kalman_baseline
827,intercepted,1,9,1,8,9,12.0,18.0,15.0,2.5,2.0,7.289301,2.1699162,1000,0.6947444155812263,1.1424479484558105,kalman_baseline
828,intercepted,1,14,1,10,14,12.0,18.0,15.0,2.5,2.0,3.2360673,1.6285199,1000,1.493325275182724,4.1653876304626465,kalman_baseline
829,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,8.89254,1.3725481,1000,1.1395320892333984,1.8474558591842651,kalman_baseline
830,intercepted,1,38,1,12,38,12.0,18.0,15.0,2.5,2.0,2.607125,0.84647924,1000,2.9136219554477267,2.2455224990844727,kalman_baseline
831,soldier_caught,0,10,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.8575234,4.9642024,1000,1.169413946568966,2.4749300479888916,kalman_baseline
832,intercepted,1,13,1,11,13,12.0,18.0,15.0,2.5,2.0,6.729133,0.26605386,1000,0.48599745829900104,0.7197000980377197,kalman_baseline
833,soldier_caught,0,11,1,9,-1,12.0,18.0,15.0,2.5,2.0,0.8960211,5.375995,1000,0.9041104515393575,1.23117196559906,kalman_baseline
834,soldier_caught,0,12,1,9,-1,12.0,18.0,15.0,2.5,2.0,1.155062,3.174196,1000,0.7860764339566231,1.305224895477295,kalman_baseline
835,soldier_caught,0,12,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.245481,5.10561,1000,1.6594553351402284,3.131826877593994,kalman_baseline
836,soldier_caught,0,13,1,8,-1,12.0,18.0,15.0,2.5,2.0,1.3275037,3.1750221,1000,1.5875294456879299,2.0283660888671875,kalman_baseline
837,intercepted,1,25,1,19,25,12.0,18.0,15.0,2.5,2.0,11.744221,1.0109389,1000,1.8558260457856315,4.049453258514404,kalman_baseline
838,soldier_caught,0,18,1,14,-1,12.0,18.0,15.0,2.5,2.0,1.4557401,4.804007,1000,1.6197935700416566,4.952906608581543,kalman_baseline
839,intercepted,1,13,1,9,13,12.0,18.0,15.0,2.5,2.0,11.433082,1.8382919,1000,0.7233270883560181,1.0436943769454956,kalman_baseline
840,intercepted,1,8,1,7,8,12.0,18.0,15.0,2.5,2.0,7.993647,1.4640942,1000,1.619253158569336,1.519252896308899,kalman_baseline
841,intercepted,1,15,1,8,15,12.0,18.0,15.0,2.5,2.0,2.8793812,2.068909,1000,2.5400122106075287,2.4674160480499268,kalman_baseline
842,intercepted,1,18,1,12,18,12.0,18.0,15.0,2.5,2.0,2.8826876,1.5458032,1000,1.7172082918030875,1.725911021232605,kalman_baseline
843,soldier_caught,0,18,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.8085108,3.5037236,1000,2.3923666179180145,2.727203607559204,kalman_baseline
844,intercepted,1,14,1,13,14,12.0,18.0,15.0,2.5,2.0,5.5514703,1.5496573,1000,0.860164999961853,1.147474765777588,kalman_baseline
845,soldier_caught,0,23,1,18,-1,12.0,18.0,15.0,2.5,2.0,1.3780777,4.777504,1000,2.2225757837295532,2.8607866764068604,kalman_baseline
846,soldier_caught,0,35,1,12,-1,12.0,18.0,15.0,2.5,2.0,1.0008827,1.8952193,1000,2.7251147776842117,2.140083074569702,kalman_baseline
847,unsafe_intercept,0,13,1,7,-1,12.0,18.0,15.0,2.5,2.0,3.4434779,1.0915735,1000,2.056188566344125,3.242933511734009,kalman_baseline
848,soldier_caught,0,11,1,10,-1,12.0,18.0,15.0,2.5,2.0,1.2686149,2.2355826,1000,0.5568191036581993,0.16453753411769867,kalman_baseline
849,soldier_caught,0,17,1,7,-1,12.0,18.0,15.0,2.5,2.0,1.1868874,3.5682147,1000,2.297807690772143,2.1756632328033447,kalman_baseline
850,intercepted,1,14,1,9,14,12.0,18.0,15.0,2.5,2.0,5.1716113,1.3135602,1000,1.7289336025714874,4.093288898468018,kalman_baseline
851,soldier_caught,0,29,1,21,-1,12.0,18.0,15.0,2.5,2.0,1.5621749,2.6163442,1000,2.236173537042406,4.778773307800293,kalman_baseline
